#,Joydebpur,8
23.998136, 90.419980
24.002561, 90.420566
24.005389, 90.420532
24.007055, 90.419835
24.008339, 90.418644
24.011759, 90.413376
24.033115, 90.379791
24.034212, 90.377946
24.034731, 90.376573
24.035035, 90.375028
24.035221, 90.371863
24.038757, 90.285480
24.039276, 90.274740
24.038871, 90.282025
#,Mouchak,9
24.038871, 90.282025
24.039448, 90.272904
24.039683, 90.271745
24.040129, 90.270415
24.040781, 90.269026
24.041653, 90.267696
24.042598, 90.266613
24.044919, 90.264462
24.050978, 90.258614
24.052163, 90.258131
24.056632, 90.253818
24.057422, 90.252961
24.057422, 90.252961
24.058446, 90.251255
24.058813, 90.250323
24.058813, 90.250323
24.062642, 90.228595
24.063275, 90.205638
24.063275, 90.205638
24.064174, 90.192216
24.064174, 90.192216
24.068856, 90.169642
24.069423, 90.167191
24.069767, 90.166257
24.070121, 90.165610
24.096236, 90.134458
24.097817, 90.132625
24.098294, 90.131943
24.098718, 90.131191
24.099031, 90.130320
24.105729, 90.101355
#,Mirzapur,12
24.105729, 90.101355
24.107453, 90.093727
24.107680, 90.092680
24.107680, 90.092680
24.150799, 90.041175
24.151315, 90.040627
24.154806, 90.037884
24.168281, 90.031327
#,Mohera,13
24.168281, 90.031327
24.174052, 90.028440
24.174052, 90.028440
24.176701, 90.025685
24.190903, 90.007644
24.192041, 90.006271
24.192770, 90.005574
24.193292, 90.005189
24.236140, 89.982996
24.237524, 89.982261
24.238182, 89.981746
24.238639, 89.981269
24.239138, 89.980582
24.239450, 89.979994
24.239673, 89.979475
24.240431, 89.977388
24.247962, 89.955869
24.247962, 89.955869
24.248977, 89.953427
24.249615, 89.952632
24.250132, 89.952145
24.250909, 89.951632
24.273898, 89.937749
#,Tangail,14
24.273898, 89.937749
24.274610, 89.937296
24.295702, 89.924502
24.297432, 89.923501
24.297432, 89.923501
24.300175, 89.922765
24.301586, 89.922788
24.305143, 89.923429
24.339005, 89.929851
24.340957, 89.930199
24.342066, 89.930192
24.342696, 89.930058
24.343636, 89.929692
24.344447, 89.929160
24.345067, 89.928596
24.350248, 89.922083
24.350666, 89.921478
24.351149, 89.920514
24.351398, 89.919654
24.351546, 89.918785
24.351584, 89.916632
24.351617, 89.908572
24.351624, 89.907474
24.351767, 89.906572
24.351981, 89.905794
24.352178, 89.905190
24.352413, 89.904629
24.352977, 89.903606
24.355528, 89.899760
24.358031, 89.896638
24.358031, 89.896638
24.368904, 89.884329
24.370585, 89.882065
24.373159, 89.877933
24.382827, 89.859119
24.383502, 89.857613
24.383737, 89.856650
24.383844, 89.855966
24.384123, 89.844841
24.384279, 89.842013
24.384728, 89.837839
24.385825, 89.832335
#,BangabandhuEastJunction,15
24.385825, 89.832335
24.387603, 89.825436
24.388554, 89.821891
24.389874, 89.819771
#,BangabandhuEast,16
24.389874, 89.819771
24.393172, 89.816924
24.395087, 89.813856
24.395634, 89.812257
24.395839, 89.811034
24.396481, 89.802625
24.396539, 89.802267
24.398268, 89.793488
24.398860, 89.789345
24.399407, 89.784388
24.399505, 89.783905
24.399739, 89.780525
24.399954, 89.776577
24.400042, 89.772575
24.399800, 89.765554
24.399448, 89.760629
24.398686, 89.754449
24.398686, 89.754449
24.398357, 89.751339
24.398395, 89.750564
24.399040, 89.745489
24.398688, 89.740586
24.396034, 89.733242
#,BangabandhuWest,17
24.396034, 89.733242
24.395101, 89.730623
24.394144, 89.727340
24.393802, 89.725838
24.393365, 89.723287
24.393347, 89.723211
24.393073, 89.720969
24.392826, 89.705223
24.392919, 89.704192
24.393108, 89.703092
24.397714, 89.689352
#,ShahidMansurAli,18
24.397714, 89.689352
24.400909, 89.679459
24.401156, 89.678367
24.401224, 89.677227
24.401029, 89.676025
24.400469, 89.674556
24.399609, 89.673326
24.398485, 89.672478
24.397923, 89.672172
24.396778, 89.671783
#,JhawoliJunction,19
24.396778, 89.671783
24.361302, 89.660184
#,Jamtoli,20
24.361302, 89.660184
24.358829, 89.658674
24.356440, 89.657014
24.346763, 89.644833
24.338016, 89.633302
24.333018, 89.627888
24.301504, 89.598436
24.300851, 89.597545
24.300342, 89.596625
24.293269, 89.579657
24.291161, 89.573141
24.290457, 89.571092
24.290085, 89.569729
#,Ullapara,21
